group,area,halls_name,country,cinema,projection_material,etime,director,show_time,length,film_medium,weekday,date,film2,film1,show_type,resolving_power,id,co_production_country,stime,memo
官方推荐-影展精粹,,6号STAR MAX厅,伊朗,橙天嘉禾影城（LuOne凯德晶萃店）,,17:04,赛义德·鲁斯塔,1595659800,134min,彩色,星期六,7月25日,JUST 6.5,650万,0,,10401,,14:50,
官方推荐-影展精粹,,6号STAR MAX厅,"法国,比利时",橙天嘉禾影城（LuOne凯德晶萃店）,,19:55,让-皮埃尔·达内 / 吕克·达内,1595932200,85min,彩色,星期二,7月28日,YOUNG AHMED,年轻的阿迈德,,,11538,,18:30,
官方推荐-影展精粹,,6号STAR MAX厅,匈牙利,橙天嘉禾影城（LuOne凯德晶萃店）,,23:33,阿格耐什·柯西斯,1595941200,153min,彩色,星期二,7月28日,EDEN,艾娃的伊甸园,0,,9644,"罗马尼亚,比利时",21:00,
官方推荐-影展精粹,,6号STAR MAX厅,法国,橙天嘉禾影城（LuOne凯德晶萃店）,,22:41,菲利普·加瑞尔,1596200400,101min,黑白,星期五,7月31日,THE SALT OF TEARS,眼泪之盐,0,,11519,,21:00,
官方推荐-影展精粹,,6号STAR MAX厅,阿尔及利亚,橙天嘉禾影城（LuOne凯德晶萃店）,,23:13,阿明·西迪-布梅迪内,1596286800,133min,彩色,星期六,8月1日,ABOU LEILA,阿布·莱拉,0,,9665,"法国,卡塔尔",21:00,
官方推荐-影展精粹,,大剧场,"日本,法国",Fancl艺术中心-艺海剧院,,13:47,是枝裕和,1595649600,107min,彩色,星期六,7月25日,THE TRUTH (4K),真相（4K）,0,4K,13301,,12:00,
官方推荐-影展精粹,,大剧场,摩洛哥,Fancl艺术中心-艺海剧院,,13:41,玛丽亚姆·图扎尼,1595736000,101min,彩色,星期日,7月26日,ADAM,亚当,0,,9667,法国,12:00,
官方推荐-影展精粹,,大剧场,新加坡,Fancl艺术中心-艺海剧院,,22:43,陈哲艺,1596114000,103min,彩色,星期四,7月30日,WET SEASON,热带雨,0,,9749,,21:00,
官方推荐-影展精粹,,大剧场,"美国,加拿大",Fancl艺术中心-艺海剧院,,22:50,罗伯特·艾格斯,1596200400,110min,彩色,星期五,7月31日,THE LIGHTHOUSE (4K),灯塔（4K）,0,4K,11011,,21:00,
SIFF经典-影史推荐,,CINITY厅,美国,SFC上海影城,,11:04,大卫·林奇,1595725200,124min,,星期日,7月26日,THE ELEPHANT MAN (4K),象人（4K）,0,4K,10333,,09:00,
SIFF经典-影史推荐,,CINITY厅,意大利,SFC上海影城,,17:09,米开朗基罗·安东尼奥尼,1596178200,139min,,星期五,7月31日,THE ADVENTURE,奇遇,0,,10330,,14:50,
SIFF经典-影史推荐,,1号厅,美国,上海市沪北电影院,,16:54,大卫·林奇,1596005400,124min,,星期三,7月29日,THE ELEPHANT MAN (4K),象人（4K）,0,4K,10333,,14:50,
SIFF经典-影史推荐,,2号厅,意大利,上海UA梅龙镇广场电影城,,22:53,贝纳尔多·贝托鲁奇,1596286800,113min,,星期六,8月1日,THE CONFORMIST,同流者,0,,10332,法国,21:00,
SIFF经典-影史推荐,,2号厅,美国,SFC上海影城,,11:06,查理·卓别林,1595898000,126min,,星期二,7月28日,THE GREAT DICTATOR,大独裁者,,,10326,,09:00,
SIFF经典-影史推荐,,2号厅,意大利,SFC上海影城,,22:53,贝纳尔多·贝托鲁奇,1596373200,113min,,星期日,8月2日,THE CONFORMIST,同流者,0,,10332,法国,21:00,
SIFF经典-影史推荐,,3号厅,苏联,SFC上海影城,,22:18,亚历山大·杜辅仁科,1595768400,78min,黑白,星期日,7月26日,EARTH,大地,0,,10323,,21:00,
SIFF经典-影史推荐,,观众厅,意大利,上海美琪大戏院,,17:09,米开朗基罗·安东尼奥尼,1596264600,139min,,星期六,8月1日,THE ADVENTURE,奇遇,0,,10330,,14:50,
SIFF经典-影史推荐,,观众厅,美国,上海美琪大戏院,,11:04,大卫·林奇,1596330000,124min,,星期日,8月2日,THE ELEPHANT MAN (4K),象人（4K）,0,4K,10333,,09:00,
SIFF经典-影史推荐,,1号厅,美国,上海大光明电影院,,16:54,大卫·林奇,1595659800,124min,,星期六,7月25日,THE ELEPHANT MAN (4K),象人（4K）,0,4K,10333,,14:50,
SIFF经典-影史推荐,,1号厅,意大利,上海大光明电影院,,11:19,米开朗基罗·安东尼奥尼,1596330000,139min,,星期日,8月2日,THE ADVENTURE,奇遇,0,,10330,,09:00,
SIFF经典-影史推荐,,2号厅,苏联,国泰电影院,,22:18,亚历山大·杜辅仁科,1595682000,78min,黑白,星期六,7月25日,EARTH,大地,0,,10323,,21:00,
SIFF经典-影史推荐,,剧院厅,意大利,天山电影院-虹桥艺术中心旗舰店,,17:09,米开朗基罗·安东尼奥尼,1595659800,139min,,星期六,7月25日,THE ADVENTURE,奇遇,0,,10330,,14:50,
SIFF经典-影史推荐,,剧院厅,美国,天山电影院-虹桥艺术中心旗舰店,,16:56,查理·卓别林,1596351000,126min,,星期日,8月2日,THE GREAT DICTATOR,大独裁者,0,,10326,,14:50,
SIFF经典-影史推荐,,4号厅,美国,天山电影院-虹桥艺术中心旗舰店,,17:18,大卫·格里菲斯,1595659800,148min,,星期六,7月25日,WAY DOWN EAST,一路向东,0,,10255,,14:50,
SIFF经典-影史推荐,,ATMOS厅,美国,上海和平影都,,16:56,查理·卓别林,1595659800,126min,,星期六,7月25日,THE GREAT DICTATOR,大独裁者,,,10326,,14:50,
SIFF经典-影史推荐,,1号厅,美国,SFC上影影城（新衡山店）,,14:06,查理·卓别林,1595736000,126min,,星期日,7月26日,THE GREAT DICTATOR,大独裁者,,,10326,,12:00,
SIFF经典-影史推荐,,1号厅,意大利,SFC上影影城（新衡山店）,,17:09,米开朗基罗·安东尼奥尼,1595746200,139min,,星期日,7月26日,THE ADVENTURE,奇遇,0,,10330,,14:50,
SIFF经典-影史推荐,,4号厅,意大利,SFC上影影城（美罗城店）,,22:53,贝纳尔多·贝托鲁奇,1595854800,113min,,星期一,7月27日,THE CONFORMIST,同流者,0,,10332,法国,21:00,
SIFF经典-影史推荐,,1号厅,美国,曹杨影城,,17:18,大卫·格里菲斯,1595746200,148min,,星期日,7月26日,WAY DOWN EAST,一路向东,0,,10255,,14:50,
SIFF经典-影史推荐,,1号厅,美国,曹杨影城,,16:56,查理·卓别林,1595832600,126min,,星期一,7月27日,THE GREAT DICTATOR,大独裁者,0,,10326,,14:50,
SIFF经典-影史推荐,,1号厅,意大利,曹杨影城,,22:53,贝纳尔多·贝托鲁奇,1595941200,113min,,星期二,7月28日,THE CONFORMIST,同流者,0,,10332,法国,21:00,
SIFF经典-影史推荐,,1号厅,美国,曹杨影城,,14:04,大卫·林奇,1596254400,124min,,星期六,8月1日,THE ELEPHANT MAN (4K),象人（4K）,0,4K,10333,,12:00,
SIFF经典-影史推荐,,1号厅,苏联,上海百丽宫影城（ifc商场店）,,22:18,亚历山大·杜辅仁科,1596200400,78min,黑白,星期五,7月31日,EARTH,大地,,,10323,,21:00,
SIFF经典-影史推荐,,4号厅,意大利,AMG海上明珠国际影城（莘庄店）,,22:53,贝纳尔多·贝托鲁奇,1595768400,113min,,星期日,7月26日,THE CONFORMIST,同流者,0,,10332,法国,21:00,
SIFF经典-影史推荐,,6号厅LUXE巨幕,美国,上海世纪友谊影城,,17:18,大卫·格里菲斯,1596264600,148min,,星期六,8月1日,WAY DOWN EAST,一路向东,0,,10255,,14:50,
SIFF经典-4K修复,,CINITY厅,日本,SFC上海影城,,13:36,川岛雄三,1595649600,96min,,星期六,7月25日,ELEGANT BEAST (4K),安详之兽 （4K）,0,4K,10320,,12:00,
SIFF经典-4K修复,,CINITY厅,日本,SFC上海影城,,22:26,增村保造,1595682000,86min,,星期六,7月25日,IREZUMI (4K),刺青（4K）,0,4K,10253,,21:00,
SIFF经典-4K修复,,CINITY厅,中国香港,SFC上海影城,,20:10,于仁泰,1595759400,100min,,星期日,7月26日,THE PHANTOM LOVER (4K),夜半歌声(4K),0,4K,13289,,18:30,
SIFF经典-4K修复,,CINITY厅,美国,SFC上海影城,,17:54,迈克尔·西米诺,1595832600,184min,,星期一,7月27日,THE DEER HUNTER (4K),猎鹿人（4K）,0,4K,10322,,14:50,
SIFF经典-4K修复,,CINITY厅,中国香港,SFC上海影城,,13:29,于仁泰,1596081600,89min,,星期四,7月30日,THE BRIDE WITH WHITE HAIR (4K),白发魔女传（4K）,0,4K,13288,,12:00,
SIFF经典-4K修复,,CINITY厅,美国,SFC上海影城,,00:02,弗朗西斯·福特·科波拉,1596286800,182min,,星期六,8月1日,APOCALYPSE NOW: FINAL CUT (4K),现代启示录（4K）,0,4K,9698,,21:00,
SIFF经典-4K修复,,1号厅,中国香港,上海市沪北电影院,,20:10,于仁泰,1596191400,100min,,星期五,7月31日,THE PHANTOM LOVER (4K),夜半歌声(4K),,4K,13289,,18:30,
SIFF经典-4K修复,,观众厅,中国香港,上海美琪大戏院,,13:40,于仁泰,1595649600,100min,,星期六,7月25日,THE PHANTOM LOVER (4K),夜半歌声(4K),0,4K,13289,,12:00,
SIFF经典-4K修复,,观众厅,美国,上海美琪大戏院,,17:54,迈克尔·西米诺,1595832600,184min,,星期一,7月27日,THE DEER HUNTER (4K),猎鹿人（4K）,0,4K,10322,,14:50,
SIFF经典-4K修复,,观众厅,中国香港,上海美琪大戏院,,13:29,于仁泰,1596254400,89min,,星期六,8月1日,THE BRIDE WITH WHITE HAIR (4K),白发魔女传（4K）,0,4K,13288,,12:00,
SIFF经典-4K修复,,1号厅,中国香港,上海大光明电影院,,13:29,于仁泰,1595736000,89min,,星期日,7月26日,THE BRIDE WITH WHITE HAIR (4K),白发魔女传（4K）,0,4K,13288,,12:00,
SIFF经典-4K修复,,1号厅,美国,上海大光明电影院,,00:02,弗朗西斯·福特·科波拉,1595941200,182min,,星期二,7月28日,APOCALYPSE NOW: FINAL CUT (4K),现代启示录（4K）,0,4K,9698,,21:00,
SIFF经典-4K修复,,1号厅,中国香港,上海大光明电影院,,20:10,于仁泰,1596277800,100min,,星期六,8月1日,THE PHANTOM LOVER (4K),夜半歌声(4K),0,4K,13289,,18:30,
SIFF经典-4K修复,,1号厅,日本,上海大光明电影院,,22:26,增村保造,1596286800,86min,,星期六,8月1日,IREZUMI (4K),刺青（4K）,0,4K,10253,,21:00,
SIFF经典-4K修复,,1号厅,美国,上海大光明电影院,,17:54,迈克尔·西米诺,1596351000,184min,,星期日,8月2日,THE DEER HUNTER (4K),猎鹿人（4K）,0,4K,10322,,14:50,
SIFF经典-4K修复,,1号厅,日本,上海大光明电影院,,20:06,川岛雄三,1596364200,96min,,星期日,8月2日,ELEGANT BEAST (4K),安详之兽 （4K）,,4K,10320,,18:30,
SIFF经典-4K修复,,2号厅,捷克共和国,国泰电影院,,20:13,阿尔佛雷德·雷铎,1596191400,103min,,星期五,7月31日,DISTANT JOURNEY (4K),遥远的旅程（4K）,,4K,12208,,18:30,
SIFF经典-4K修复,,2号厅,中国,国泰电影院,,16:29,桑弧,1596351000,99min,,星期日,8月2日,NEW YEAR SACRIFICE (4K),祝福 (4K）,0,4K,9583,,14:50,
SIFF经典-4K修复,,3号厅,泰国,上海科技影城,,13:59,拉塔纳·佩斯顿吉,1596340800,119min,,星期日,8月2日,BLACK SILK (4K),黑色丝绸 (4K),0,4K,10644,,12:00,
SIFF经典-4K修复,,剧院厅,中国香港,天山电影院-虹桥艺术中心旗舰店,,20:10,于仁泰,1595845800,100min,,星期一,7月27日,THE PHANTOM LOVER (4K),夜半歌声(4K),0,4K,13289,,18:30,
SIFF经典-4K修复,,剧院厅,美国,天山电影院-虹桥艺术中心旗舰店,,00:02,弗朗西斯·福特·科波拉,1596114000,182min,,星期四,7月30日,APOCALYPSE NOW: FINAL CUT (4K),现代启示录（4K）,0,4K,9698,,21:00,
SIFF经典-4K修复,,剧院厅,美国,天山电影院-虹桥艺术中心旗舰店,,17:54,迈克尔·西米诺,1596264600,184min,,星期六,8月1日,THE DEER HUNTER (4K),猎鹿人（4K）,0,4K,10322,,14:50,
SIFF经典-4K修复,,剧院厅,中国香港,天山电影院-虹桥艺术中心旗舰店,,13:29,于仁泰,1596340800,89min,,星期日,8月2日,THE BRIDE WITH WHITE HAIR (4K),白发魔女传（4K）,0,4K,13288,,12:00,
SIFF经典-4K修复,,8号厅,捷克共和国,CGV影城（白玉兰广场IMAX店）,,20:13,阿尔佛雷德·雷铎,1595759400,103min,,星期日,7月26日,DISTANT JOURNEY (4K),遥远的旅程（4K）,,4K,12208,,18:30,
SIFF经典-4K修复,,8号厅,泰国,CGV影城（白玉兰广场IMAX店）,,22:59,拉塔纳·佩斯顿吉,1596027600,119min,,星期三,7月29日,BLACK SILK (4K),黑色丝绸 (4K),,4K,10644,,21:00,
SIFF经典-4K修复,,LUXE厅,捷克共和国,上海百丽宫影城（长宁来福士店）,,20:13,阿尔佛雷德·雷铎,1595845800,103min,,星期一,7月27日,DISTANT JOURNEY (4K),遥远的旅程（4K）,,4K,12208,,18:30,
SIFF经典-4K修复,,LUXE厅,中国,上海百丽宫影城（长宁来福士店）,,16:29,桑弧,1596264600,99min,,星期六,8月1日,NEW YEAR SACRIFICE (4K),祝福 (4K）,,4K,9583,,14:50,
SIFF经典-4K修复,,1号厅,美国,曹杨影城,,17:54,迈克尔·西米诺,1595659800,184min,,星期六,7月25日,THE DEER HUNTER (4K),猎鹿人（4K）,0,4K,10322,,14:50,
SIFF经典-4K修复,,1号厅,中国香港,曹杨影城,,19:59,于仁泰,1596018600,89min,,星期三,7月29日,THE BRIDE WITH WHITE HAIR (4K),白发魔女传（4K）,,4K,13288,,18:30,
SIFF经典-4K修复,,6号厅LUXE巨幕,美国,上海世纪友谊影城,,00:02,弗朗西斯·福特·科波拉,1595854800,182min,,星期一,7月27日,APOCALYPSE NOW: FINAL CUT (4K),现代启示录（4K）,0,4K,9698,,21:00,
SIFF经典-4K修复,,6号STAR MAX厅,泰国,橙天嘉禾影城（LuOne凯德晶萃店）,,13:59,拉塔纳·佩斯顿吉,1595736000,119min,,星期日,7月26日,BLACK SILK (4K),黑色丝绸 (4K),0,4K,10644,,12:00,
特别策划-人类启示录,,CINITY厅,"英国,德国,美国,中国",SFC上海影城,,23:09,费尔南多·梅里尔斯,1596027600,129min,,星期三,7月29日,THE CONSTANT GARDENER,不朽的园丁,0,,13088,,21:00,
特别策划-人类启示录,,CINITY厅,日本,SFC上海影城,,20:18,林太郎,1596277800,108min,,星期六,8月1日,OSAMU TEZUKA'S METOROPORISU,大都会,,,11733,,18:30,
特别策划-人类启示录,,LUXE巨幕厅,"英国,德国,美国,中国",红星电影世界上海吴中路旗舰店,,23:09,费尔南多·梅里尔斯,1596114000,129min,,星期四,7月30日,THE CONSTANT GARDENER,不朽的园丁,0,,13088,,21:00,
特别策划-人类启示录,,LUXE巨幕厅,美国,红星电影世界上海吴中路旗舰店,,10:56,马克·福斯特,1596330000,116min,,星期日,8月2日,WORLD WAR Z,僵尸世界大战,,,12893,,09:00,
特别策划-人类启示录,,1号厅,美国,上海市沪北电影院,,10:56,马克·福斯特,1596243600,116min,,星期六,8月1日,WORLD WAR Z,僵尸世界大战,,,12893,,09:00,
特别策划-人类启示录,,4K激光1号厅,美国,上海百美汇影城（静安嘉里中心店）,,10:57,丹尼斯·维伦纽瓦,1595638800,117min,,星期六,7月25日,ARRIVAL,降临,,,13164,,09:00,
特别策划-人类启示录,,观众厅,日本,上海美琪大戏院,,13:48,林太郎,1595908800,108min,,星期二,7月28日,OSAMU TEZUKA'S METOROPORISU,大都会,0,,11733,,12:00,
特别策划-人类启示录,,3号厅,美国,嘉定影剧院,,16:47,丹尼斯·维伦纽瓦,1596264600,117min,,星期六,8月1日,ARRIVAL,降临,,,13164,,14:50,
特别策划-人类启示录,,1号厅,日本,上海大光明电影院,,20:18,林太郎,1595845800,108min,,星期一,7月27日,OSAMU TEZUKA'S METOROPORISU,大都会,,,11733,,18:30,
特别策划-人类启示录,,1号厅,"英国,德国,美国,中国",上海大光明电影院,,23:09,费尔南多·梅里尔斯,1595854800,129min,,星期一,7月27日,THE CONSTANT GARDENER,不朽的园丁,0,,13088,,21:00,
特别策划-人类启示录,,1号厅,美国,上海大光明电影院,,10:56,马克·福斯特,1595984400,116min,,星期三,7月29日,WORLD WAR Z,僵尸世界大战,,,12893,,09:00,
特别策划-人类启示录,,1号厅,美国,SFC上影百联影城（大上海店）,,16:47,丹尼斯·维伦纽瓦,1596351000,117min,,星期日,8月2日,ARRIVAL,降临,,,13164,,14:50,
特别策划-人类启示录,,4号厅,日本,天山电影院-虹桥艺术中心旗舰店,,13:48,林太郎,1596340800,108min,,星期日,8月2日,OSAMU TEZUKA'S METOROPORISU,大都会,0,,11733,,12:00,
特别策划-人类启示录,,ATMOS厅,日本,上海和平影都,,20:18,林太郎,1595673000,108min,,星期六,7月25日,OSAMU TEZUKA'S METOROPORISU,大都会,,,11733,,18:30,
特别策划-人类启示录,,ATMOS厅,"英国,德国,美国,中国",上海和平影都,,23:09,费尔南多·梅里尔斯,1596373200,129min,,星期日,8月2日,THE CONSTANT GARDENER,不朽的园丁,0,,13088,,21:00,
特别策划-人类启示录,,1号厅,美国,SFC上影影城（新衡山店）,,13:56,马克·福斯特,1596168000,116min,,星期五,7月31日,WORLD WAR Z,僵尸世界大战,,,12893,,12:00,
特别策划-人类启示录,,1号厅,"英国,德国,美国,中国",SFC上影影城（新衡山店）,,23:09,费尔南多·梅里尔斯,1596286800,129min,,星期六,8月1日,THE CONSTANT GARDENER,不朽的园丁,0,,13088,,21:00,
特别策划-人类启示录,,2号厅,美国,SFC上影百联影城（八佰伴IMAX店）,,16:46,马克·福斯特,1596091800,116min,,星期四,7月30日,WORLD WAR Z,僵尸世界大战,,,12893,,14:50,
特别策划-人类启示录,,1号厅,美国,上海百丽宫影城（ifc商场店）,,13:57,丹尼斯·维伦纽瓦,1596254400,117min,,星期六,8月1日,ARRIVAL,降临,,,13164,,12:00,
特别策划-人类启示录,,大剧场,美国,Fancl艺术中心-艺海剧院,,16:47,丹尼斯·维伦纽瓦,1595746200,117min,,星期日,7月26日,ARRIVAL,降临,0,,13164,,14:50,
特别策划-松竹映画100周年 ,,CINITY厅,日本,SFC上海影城,,11:12,小林正树,1596157200,132min,黑白,星期五,7月31日,HARAKIRI,切腹,0,,13316,,09:00,
特别策划-松竹映画100周年 ,,CINITY厅,日本,SFC上海影城,,20:08,木下惠介,1596364200,98min,彩色,星期日,8月2日,THE BALLAD OF NARAYAMA,楢山节考,,,13274,,18:30,
特别策划-松竹映画100周年 ,,2号厅,日本,SFC上海影城,,16:12,小津安二郎,1596178200,82min,黑白,星期五,7月31日,THE ONLY SON,独生子,0,,13273,,14:50,
特别策划-松竹映画100周年 ,,观众厅,日本,上海美琪大戏院,,23:23,野村芳太郎,1595854800,143min,彩色,星期一,7月27日,THE CASTLE OF SAND,砂之器,0,,13271,,21:00,
特别策划-松竹映画100周年 ,,观众厅,日本,上海美琪大戏院,,16:28,木下惠介,1595919000,98min,彩色,星期二,7月28日,THE BALLAD OF NARAYAMA,楢山节考,0,,13274,,14:50,
特别策划-松竹映画100周年 ,,1号厅,日本,SFC上影百联影城（大上海店）,,20:14,黑泽明,1596105000,104min,,星期四,7月30日,SCANDAL,丑闻,,,10334,,18:30,
特别策划-松竹映画100周年 ,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,11:12,小林正树,1595811600,132min,黑白,星期一,7月27日,HARAKIRI,切腹,0,,13316,,09:00,
特别策划-松竹映画100周年 ,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,19:52,小津安二郎,1595932200,82min,黑白,星期二,7月28日,THE ONLY SON,独生子,,,13273,,18:30,
特别策划-松竹映画100周年 ,,4号厅,日本,天山电影院-虹桥艺术中心旗舰店,,16:34,黑泽明,1595746200,104min,,星期日,7月26日,SCANDAL,丑闻,0,,10334,,14:50,
特别策划-松竹映画100周年 ,,1号厅,日本,SFC上影影城（新衡山店）,,23:23,野村芳太郎,1596114000,143min,彩色,星期四,7月30日,THE CASTLE OF SAND,砂之器,0,,13271,,21:00,
特别策划-TRISTAR回顾展,,CINITY厅,美国,SFC上海影城,,11:18,马丁·坎贝尔,1595984400,138min,,星期三,7月29日,THE MASK OF ZORRO (4K),佐罗的面具（4K）,0,4K,10720,,09:00,
特别策划-TRISTAR回顾展,,CINITY厅,美国,SFC上海影城,,13:45,诺拉·艾芙隆,1595995200,105min,,星期三,7月29日,SLEEPLESS IN SEATTLE,西雅图夜未眠,0,,10715,,12:00,
特别策划-TRISTAR回顾展,,1号厅,美国,上海市沪北电影院,,17:08,马丁·坎贝尔,1595919000,138min,,星期二,7月28日,THE MASK OF ZORRO (4K),佐罗的面具（4K）,0,4K,10720,,14:50,
特别策划-TRISTAR回顾展,,1号厅,美国,上海市沪北电影院,,23:19,卡梅伦·克罗,1595941200,139min,,星期二,7月28日,JERRY MAGUIRE (4K),甜心先生（4K）,,4K,10718,,21:00,
特别策划-TRISTAR回顾展,,1号厅,美国,上海市沪北电影院,,11:02,爱德华·兹威克,1596330000,122min,,星期日,8月2日,GLORY,光荣战役,,,10713,,09:00,
特别策划-TRISTAR回顾展,,1号厅,美国,上海市沪北电影院,,17:09,詹姆斯·L·布鲁克斯,1596351000,139min,,星期日,8月2日,AS GOOD AS IT GETS,尽善尽美,0,,10719,,14:50,
