group,area,halls_name,country,cinema,projection_material,etime,director,show_time,length,film_medium,weekday,date,film2,film1,show_type,resolving_power,id,co_production_country,stime,memo
官方推荐-影展精粹,,CINITY厅,"日本,法国",SFC上海影城,,10:47,是枝裕和,1596243600,107min,彩色,星期六,8月1日,THE TRUTH (4K),真相（4K）,,4K,13301,,09:00,
官方推荐-影展精粹,,CINITY厅,"美国,英国,印度,西班牙,加拿大",SFC上海影城,,13:59,萨姆·门德斯,1596254400,119min,,星期六,8月1日,1917 (4K),1917（4K）,,4K,13441,,12:00,
官方推荐-影展精粹,,CINITY厅,澳大利亚,SFC上海影城,,22:58,香农·墨菲,1596373200,118min,彩色,星期日,8月2日,BABYTEETH,乳牙,,,11522,,21:00,
官方推荐-影展精粹,,LUXE巨幕厅,泰国,红星电影世界上海吴中路旗舰店,,13:54,纳瓦彭·坦荣瓜塔纳利,1595736000,114min,,星期日,7月26日,HAPPY OLD YEAR,时光机,0,,10629,,12:00,
官方推荐-影展精粹,,LUXE巨幕厅,西班牙,红星电影世界上海吴中路旗舰店,,20:11,皮拉尔·帕洛梅罗,1595759400,101min,,星期日,7月26日,SCHOOLGIRLS,女生们,,,10956,,18:30,
官方推荐-影展精粹,,LUXE巨幕厅,法国,红星电影世界上海吴中路旗舰店,,22:55,尼古拉斯·贝多斯,1595941200,115min,,星期二,7月28日, LA BELLE ÉPOQUE,好梦一日游,0,,13246,,21:00,
官方推荐-影展精粹,,LUXE巨幕厅,澳大利亚,红星电影世界上海吴中路旗舰店,,22:58,香农·墨菲,1596200400,118min,彩色,星期五,7月31日,BABYTEETH,乳牙,0,,11522,,21:00,
官方推荐-影展精粹,,LUXE巨幕厅,荷兰,红星电影世界上海吴中路旗舰店,,22:38,哈里纳·雷金,1596373200,98min,彩色,星期日,8月2日,INSTINCT,控制点,0,,9664,,21:00,
官方推荐-影展精粹,,1号厅,"法国,哥伦比亚,巴西",上海市沪北电影院,,13:11,卡米洛·雷斯特雷波,1595649600,71min,彩色,星期六,7月25日,ENCOUNTERS,管道,0,,11805,,12:00,
官方推荐-影展精粹,,1号厅,哈萨克斯坦,上海市沪北电影院,,17:03,阿迪尔汗·叶扎诺夫,1595659800,133min,彩色,星期六,7月25日,ATBAI'S FIGHT,阿特拜的战斗,0,,10379,,14:50,
官方推荐-影展精粹,,1号厅,新加坡,上海市沪北电影院,,22:43,陈哲艺,1595682000,103min,彩色,星期六,7月25日,WET SEASON,热带雨,,,9749,,21:00,
官方推荐-影展精粹,,1号厅,荷兰,上海市沪北电影院,,22:38,哈里纳·雷金,1595768400,98min,彩色,星期日,7月26日,INSTINCT,控制点,0,,9664,,21:00,
官方推荐-影展精粹,,1号厅,西班牙,上海市沪北电影院,,17:00,罗德里戈·索罗戈延,1595832600,130min,,星期一,7月27日,MOTHER,母亲,0,,10574,,14:50,
官方推荐-影展精粹,,1号厅,西班牙,上海市沪北电影院,,13:41,皮拉尔·帕洛梅罗,1595995200,101min,,星期三,7月29日,SCHOOLGIRLS,女生们,,,10956,,12:00,
官方推荐-影展精粹,,1号厅,西班牙,上海市沪北电影院,,13:40,提奥·科特,1596081600,100min,彩色,星期四,7月30日,BLANCO EN BLANCO,白上加白,0,,10349,"智利,法国,德国",12:00,
官方推荐-影展精粹,,2号厅,西班牙,上海UA梅龙镇广场电影城,,22:42,梅伦·弗内斯,1595682000,102min,,星期六,7月25日,A THIEF’S DAUGHTER,小偷的女儿,0,,10944,,21:00,
官方推荐-影展精粹,,2号厅,摩洛哥,上海UA梅龙镇广场电影城,,20:11,玛丽亚姆·图扎尼,1595845800,101min,彩色,星期一,7月27日,ADAM,亚当,0,,9667,法国,18:30,
官方推荐-影展精粹,,2号厅,匈牙利,上海UA梅龙镇广场电影城,,22:39,贝拉·巴格塔,1595854800,99min,彩色,星期一,7月27日,VALAN – VALLEY OF ANGELS,瓦兰：天使之谷,0,,9655,,21:00,
官方推荐-影展精粹,,2号厅,以色列,上海UA梅龙镇广场电影城,,19:58,叶夫根尼·鲁曼,1596277800,88min,彩色,星期六,8月1日,GOLDEN VOICES,鎏金的声音,0,,9506,,18:30,
官方推荐-影展精粹,,2号厅,"法国,哥伦比亚,巴西",上海UA梅龙镇广场电影城,,19:41,卡米洛·雷斯特雷波,1596364200,71min,彩色,星期日,8月2日,ENCOUNTERS,管道,0,,11805,,18:30,
官方推荐-影展精粹,,2号厅,荷兰,SFC上海影城,,22:38,哈里纳·雷金,1595682000,98min,彩色,星期六,7月25日,INSTINCT,控制点,0,,9664,,21:00,
官方推荐-影展精粹,,2号厅,"冰岛,法国,瑞士",SFC上海影城,,13:19,鲁纳·鲁纳森,1595736000,79min,彩色,星期日,7月26日,ECHO,回声,0,,10360,,12:00,
官方推荐-影展精粹,,2号厅,"法国,哥伦比亚,巴西",SFC上海影城,,19:41,卡米洛·雷斯特雷波,1595759400,71min,彩色,星期日,7月26日,ENCOUNTERS,管道,0,,11805,,18:30,
官方推荐-影展精粹,,2号厅,西班牙,SFC上海影城,,13:40,提奥·科特,1595822400,100min,彩色,星期一,7月27日,BLANCO EN BLANCO,白上加白,0,,10349,"智利,法国,德国",12:00,
官方推荐-影展精粹,,2号厅,法国,SFC上海影城,,22:41,菲利普·加瑞尔,1596027600,101min,黑白,星期三,7月29日,THE SALT OF TEARS,眼泪之盐,,,11519,,21:00,
官方推荐-影展精粹,,2号厅,"法国,比利时",SFC上海影城,,19:55,让-皮埃尔·达内 / 吕克·达内,1596191400,85min,彩色,星期五,7月31日,YOUNG AHMED,年轻的阿迈德,,,11538,,18:30,
官方推荐-影展精粹,,2号厅,泰国,SFC上海影城,,16:44,纳瓦彭·坦荣瓜塔纳利,1596264600,114min,,星期六,8月1日,HAPPY OLD YEAR,时光机,,,10629,,14:50,
官方推荐-影展精粹,,3号厅,泰国,上海UA梅龙镇广场电影城,,16:44,纳瓦彭·坦荣瓜塔纳利,1595659800,114min,,星期六,7月25日,HAPPY OLD YEAR,时光机,0,,10629,,14:50,
官方推荐-影展精粹,,3号厅,"沙特阿拉伯,德国",上海UA梅龙镇广场电影城,,20:15,海法·曼苏尔,1596018600,105min,,星期三,7月29日,THE PERFECT CANDIDATE,完美候选人,0,,13141,,18:30,
官方推荐-影展精粹,,3号厅,安哥拉,上海UA梅龙镇广场电影城,,19:43,弗拉迪克,1596105000,73min,彩色,星期四,7月30日,AIR CONDITIONER,空调,,,11171,,18:30,
官方推荐-影展精粹,,3号厅,阿尔及利亚,上海UA梅龙镇广场电影城,,23:13,阿明·西迪-布梅迪内,1596114000,133min,彩色,星期四,7月30日,ABOU LEILA,阿布·莱拉,0,,9665,"法国,卡塔尔",21:00,
官方推荐-影展精粹,,3号厅,西班牙,上海UA梅龙镇广场电影城,,20:11,皮拉尔·帕洛梅罗,1596277800,101min,,星期六,8月1日,SCHOOLGIRLS,女生们,,,10956,,18:30,
官方推荐-影展精粹,,3号厅,哈萨克斯坦,上海UA梅龙镇广场电影城,,17:03,阿迪尔汗·叶扎诺夫,1596351000,133min,彩色,星期日,8月2日,ATBAI'S FIGHT,阿特拜的战斗,0,,10379,,14:50,
官方推荐-影展精粹,,4K激光1号厅,以色列,上海百美汇影城（静安嘉里中心店）,,13:28,叶夫根尼·鲁曼,1595736000,88min,彩色,星期日,7月26日,GOLDEN VOICES,鎏金的声音,,,9506,,12:00,
官方推荐-影展精粹,,4K激光1号厅,匈牙利,上海百美汇影城（静安嘉里中心店）,,22:39,贝拉·巴格塔,1595941200,99min,彩色,星期二,7月28日,VALAN – VALLEY OF ANGELS,瓦兰：天使之谷,,,9655,,21:00,
官方推荐-影展精粹,,4K激光1号厅,美国,上海百美汇影城（静安嘉里中心店）,,22:29,乔纳森·库塔斯,1596200400,89min,彩色,星期五,7月31日, MY HEART CAN’T BEAT UNLESS YOU TELL IT TO,我的心跳你做主,,,13224,,21:00,
官方推荐-影展精粹,,4K激光1号厅,美国,上海百美汇影城（静安嘉里中心店）,,22:29,乔纳森·库塔斯,1596286800,89min,彩色,星期六,8月1日, MY HEART CAN’T BEAT UNLESS YOU TELL IT TO,我的心跳你做主,,,13224,,21:00,
官方推荐-影展精粹,,3号厅,新加坡,SFC上海影城,,22:43,陈哲艺,1595682000,103min,彩色,星期六,7月25日,WET SEASON,热带雨,0,,9749,,21:00,
官方推荐-影展精粹,,3号厅,匈牙利,SFC上海影城,,23:33,阿格耐什·柯西斯,1595854800,153min,彩色,星期一,7月27日,EDEN,艾娃的伊甸园,0,,9644,"罗马尼亚,比利时",21:00,
官方推荐-影展精粹,,3号厅,西班牙,SFC上海影城,,22:42,梅伦·弗内斯,1596027600,102min,,星期三,7月29日,A THIEF’S DAUGHTER,小偷的女儿,0,,10944,,21:00,
官方推荐-影展精粹,,3号厅,伊朗,SFC上海影城,,17:04,赛义德·鲁斯塔,1596178200,134min,彩色,星期五,7月31日,JUST 6.5,650万,0,,10401,,14:50,
官方推荐-影展精粹,,3号厅,匈牙利,SFC上海影城,,22:39,贝拉·巴格塔,1596373200,99min,彩色,星期日,8月2日,VALAN – VALLEY OF ANGELS,瓦兰：天使之谷,0,,9655,,21:00,
官方推荐-影展精粹,,观众厅,"日本,法国",上海美琪大戏院,,10:47,是枝裕和,1595898000,107min,彩色,星期二,7月28日,THE TRUTH (4K),真相（4K）,,4K,13301,,09:00,
官方推荐-影展精粹,,观众厅,日本,上海美琪大戏院,,17:10,诹访敦彦,1596005400,140min,彩色,星期三,7月29日,VOICES IN THE WIND,风的电话,0,,13323,,14:50,
官方推荐-影展精粹,,观众厅,"美国,加拿大",上海美琪大戏院,,22:50,罗伯特·艾格斯,1596114000,110min,彩色,星期四,7月30日,THE LIGHTHOUSE (4K),灯塔（4K）,,4K,11011,,21:00,
官方推荐-影展精粹,,观众厅,"法国,比利时",上海美琪大戏院,,19:55,让-皮埃尔·达内 / 吕克·达内,1596364200,85min,彩色,星期日,8月2日,YOUNG AHMED,年轻的阿迈德,,,11538,,18:30,
官方推荐-影展精粹,,观众厅,日本,上海美琪大戏院,,22:57,足立绅,1596373200,117min,彩色,星期日,8月2日,A BELOVED WIFE,喜剧 爱妻物语,0,,12193,,21:00,
官方推荐-影展精粹,,3号厅,"沙特阿拉伯,德国",嘉定影剧院,,20:15,海法·曼苏尔,1595759400,105min,,星期日,7月26日,THE PERFECT CANDIDATE,完美候选人,,,13141,,18:30,
官方推荐-影展精粹,,1号厅,日本,上海大光明电影院,,17:10,诹访敦彦,1595832600,140min,彩色,星期一,7月27日,VOICES IN THE WIND,风的电话,,,13323,,14:50,
官方推荐-影展精粹,,1号厅,"美国,加拿大",上海大光明电影院,,22:50,罗伯特·艾格斯,1596027600,110min,彩色,星期三,7月29日,THE LIGHTHOUSE (4K),灯塔（4K）,,4K,11011,,21:00,
官方推荐-影展精粹,,1号厅,"日本,法国",上海大光明电影院,,20:17,是枝裕和,1596191400,107min,彩色,星期五,7月31日,THE TRUTH (4K),真相（4K）,,4K,13301,,18:30,
官方推荐-影展精粹,,1号厅,"美国,英国,印度,西班牙,加拿大",上海大光明电影院,,13:59,萨姆·门德斯,1596340800,119min,,星期日,8月2日,1917 (4K),1917（4K）,,4K,13441,,12:00,
官方推荐-影展精粹,,1号厅,西班牙,SFC上影百联影城（大上海店）,,17:00,罗德里戈·索罗戈延,1595659800,130min,,星期六,7月25日,MOTHER,母亲,0,,10574,,14:50,
官方推荐-影展精粹,,1号厅,拉脱维亚,SFC上影百联影城（大上海店）,,22:48,尤里斯·库赛蒂斯,1595768400,108min,彩色,星期日,7月26日,OLEG,奥利格,0,,9322,,21:00,
官方推荐-影展精粹,,1号厅,荷兰,SFC上影百联影城（大上海店）,,22:38,哈里纳·雷金,1595854800,98min,彩色,星期一,7月27日,INSTINCT,控制点,,,9664,,21:00,
官方推荐-影展精粹,,1号厅,阿尔及利亚,SFC上影百联影城（大上海店）,,23:13,阿明·西迪-布梅迪内,1595941200,133min,彩色,星期二,7月28日,ABOU LEILA,阿布·莱拉,0,,9665,"法国,卡塔尔",21:00,
官方推荐-影展精粹,,1号厅,法国,SFC上影百联影城（大上海店）,,22:14,吉约姆·布哈克,1596027600,74min,彩色,星期三,7月29日,ALL HANDS ON DECK,南法撩妹记,0,,13192,,21:00,
官方推荐-影展精粹,,1号厅,美国,SFC上影百联影城（大上海店）,,10:41,艾科瓦·桑吉,1596243600,101min,彩色,星期六,8月1日,FAREWELL AMOR,再见，吾爱,,,12266,,09:00,
官方推荐-影展精粹,,1号厅,"乌拉圭,法国",SFC上影百联影城（大上海店）,,19:53,马蒂亚斯·甘茨,1596364200,83min,彩色,星期日,8月2日,A DOG'S DEATH,一条狗的死亡,,,9261,阿根廷,18:30,
官方推荐-影展精粹,,1号厅,哥伦比亚,SFC上影百联影城（大上海店）,,22:42,阿莱汉德罗·朗德思,1596373200,102min,彩色,星期日,8月2日,MONOS,猴子,,,10571,,21:00,
官方推荐-影展精粹,,2号厅,匈牙利,国泰电影院,,23:33,阿格耐什·柯西斯,1595768400,153min,彩色,星期日,7月26日,EDEN,艾娃的伊甸园,0,,9644,"罗马尼亚,比利时",21:00,
官方推荐-影展精粹,,2号厅,法国,国泰电影院,,22:41,菲利普·加瑞尔,1595854800,101min,黑白,星期一,7月27日,THE SALT OF TEARS,眼泪之盐,0,,11519,,21:00,
官方推荐-影展精粹,,2号厅,墨西哥,国泰电影院,,16:19,罗德里戈·鲁伊斯·帕特森,1596091800,89min,彩色,星期四,7月30日,SUMMER WHITE,夏季之白,,,13227,,14:50,
官方推荐-影展精粹,,2号厅,美国,国泰电影院,,10:41,艾科瓦·桑吉,1596157200,101min,彩色,星期五,7月31日,FAREWELL AMOR,再见，吾爱,,,12266,,09:00,
官方推荐-影展精粹,,2号厅,西班牙,国泰电影院,,13:40,提奥·科特,1596168000,100min,彩色,星期五,7月31日,BLANCO EN BLANCO,白上加白,0,,10349,"智利,法国,德国",12:00,
官方推荐-影展精粹,,2号厅,哥伦比亚,国泰电影院,,22:42,阿莱汉德罗·朗德思,1596286800,102min,彩色,星期六,8月1日,MONOS,猴子,,,10571,,21:00,
官方推荐-影展精粹,,3号厅,"沙特阿拉伯,德国",上海科技影城,,20:15,海法·曼苏尔,1595845800,105min,,星期一,7月27日,THE PERFECT CANDIDATE,完美候选人,0,,13141,,18:30,
官方推荐-影展精粹,,3号厅,西班牙,上海科技影城,,22:42,梅伦·弗内斯,1596114000,102min,,星期四,7月30日,A THIEF’S DAUGHTER,小偷的女儿,0,,10944,,21:00,
官方推荐-影展精粹,,剧院厅,"日本,法国",天山电影院-虹桥艺术中心旗舰店,,13:47,是枝裕和,1595995200,107min,彩色,星期三,7月29日,THE TRUTH (4K),真相（4K）,0,4K,13301,,12:00,
官方推荐-影展精粹,,剧院厅,日本,天山电影院-虹桥艺术中心旗舰店,,22:57,足立绅,1596027600,117min,彩色,星期三,7月29日,A BELOVED WIFE,喜剧 爱妻物语,0,,12193,,21:00,
官方推荐-影展精粹,,8号厅,拉脱维亚,CGV影城（白玉兰广场IMAX店）,,22:48,尤里斯·库赛蒂斯,1595682000,108min,彩色,星期六,7月25日,OLEG,奥利格,0,,9322,,21:00,
官方推荐-影展精粹,,8号厅,墨西哥,CGV影城（白玉兰广场IMAX店）,,10:29,罗德里戈·鲁伊斯·帕特森,1595725200,89min,彩色,星期日,7月26日,SUMMER WHITE,夏季之白,,,13227,,09:00,
官方推荐-影展精粹,,8号厅,伊朗,CGV影城（白玉兰广场IMAX店）,,17:04,赛义德·鲁斯塔,1595746200,134min,彩色,星期日,7月26日,JUST 6.5,650万,0,,10401,,14:50,
官方推荐-影展精粹,,8号厅,法国,CGV影城（白玉兰广场IMAX店）,,22:55,尼古拉斯·贝多斯,1595768400,115min,,星期日,7月26日, LA BELLE ÉPOQUE,好梦一日游,0,,13246,,21:00,
官方推荐-影展精粹,,8号厅,西班牙,CGV影城（白玉兰广场IMAX店）,,20:10,提奥·科特,1596018600,100min,彩色,星期三,7月29日,BLANCO EN BLANCO,白上加白,0,,10349,"智利,法国,德国",18:30,
官方推荐-影展精粹,,8号厅,西班牙,CGV影城（白玉兰广场IMAX店）,,17:00,罗德里戈·索罗戈延,1596264600,130min,,星期六,8月1日,MOTHER,母亲,0,,10574,,14:50,
官方推荐-影展精粹,,8号厅,匈牙利,CGV影城（白玉兰广场IMAX店）,,23:33,阿格耐什·柯西斯,1596286800,153min,彩色,星期六,8月1日,EDEN,艾娃的伊甸园,0,,9644,"罗马尼亚,比利时",21:00,
官方推荐-影展精粹,,4号厅,"冰岛,法国,瑞士",天山电影院-虹桥艺术中心旗舰店,,13:19,鲁纳·鲁纳森,1595649600,79min,彩色,星期六,7月25日,ECHO,回声,0,,10360,,12:00,
官方推荐-影展精粹,,4号厅,澳大利亚,天山电影院-虹桥艺术中心旗舰店,,22:58,香农·墨菲,1595768400,118min,彩色,星期日,7月26日,BABYTEETH,乳牙,0,,11522,,21:00,
官方推荐-影展精粹,,4号厅,泰国,天山电影院-虹桥艺术中心旗舰店,,16:44,纳瓦彭·坦荣瓜塔纳利,1595832600,114min,,星期一,7月27日,HAPPY OLD YEAR,时光机,0,,10629,,14:50,
官方推荐-影展精粹,,4号厅,以色列,天山电影院-虹桥艺术中心旗舰店,,19:58,叶夫根尼·鲁曼,1595845800,88min,彩色,星期一,7月27日,GOLDEN VOICES,鎏金的声音,0,,9506,,18:30,
官方推荐-影展精粹,,4号厅,拉脱维亚,天山电影院-虹桥艺术中心旗舰店,,22:48,尤里斯·库赛蒂斯,1595854800,108min,彩色,星期一,7月27日,OLEG,奥利格,0,,9322,,21:00,
官方推荐-影展精粹,,4号厅,法国,天山电影院-虹桥艺术中心旗舰店,,22:55,尼古拉斯·贝多斯,1596027600,115min,,星期三,7月29日, LA BELLE ÉPOQUE,好梦一日游,0,,13246,,21:00,
官方推荐-影展精粹,,4号厅,安哥拉,天山电影院-虹桥艺术中心旗舰店,,19:43,弗拉迪克,1596191400,73min,彩色,星期五,7月31日,AIR CONDITIONER,空调,,,11171,,18:30,
官方推荐-影展精粹,,4号厅,哈萨克斯坦,天山电影院-虹桥艺术中心旗舰店,,17:03,阿迪尔汗·叶扎诺夫,1596264600,133min,彩色,星期六,8月1日,ATBAI'S FIGHT,阿特拜的战斗,0,,10379,,14:50,
官方推荐-影展精粹,,4号厅,"乌拉圭,法国",天山电影院-虹桥艺术中心旗舰店,,19:53,马蒂亚斯·甘茨,1596277800,83min,彩色,星期六,8月1日,A DOG'S DEATH,一条狗的死亡,,,9261,阿根廷,18:30,
官方推荐-影展精粹,,4号厅,西班牙,天山电影院-虹桥艺术中心旗舰店,,17:00,罗德里戈·索罗戈延,1596351000,130min,,星期日,8月2日,MOTHER,母亲,0,,10574,,14:50,
官方推荐-影展精粹,,ATMOS厅,澳大利亚,上海和平影都,,22:58,香农·墨菲,1595682000,118min,彩色,星期六,7月25日,BABYTEETH,乳牙,0,,11522,,21:00,
官方推荐-影展精粹,,ATMOS厅,新加坡,上海和平影都,,22:43,陈哲艺,1595854800,103min,彩色,星期一,7月27日,WET SEASON,热带雨,0,,9749,,21:00,
官方推荐-影展精粹,,ATMOS厅,哥伦比亚,上海和平影都,,22:42,阿莱汉德罗·朗德思,1595941200,102min,彩色,星期二,7月28日,MONOS,猴子,,,10571,,21:00,
官方推荐-影展精粹,,ATMOS厅,"法国,比利时",上海和平影都,,19:55,让-皮埃尔·达内 / 吕克·达内,1596018600,85min,彩色,星期三,7月29日,YOUNG AHMED,年轻的阿迈德,,,11538,,18:30,
官方推荐-影展精粹,,LUXE厅,"乌拉圭,法国",上海百丽宫影城（长宁来福士店）,,19:53,马蒂亚斯·甘茨,1595673000,83min,彩色,星期六,7月25日,A DOG'S DEATH,一条狗的死亡,,,9261,阿根廷,18:30,
官方推荐-影展精粹,,LUXE厅,日本,上海百丽宫影城（长宁来福士店）,,22:57,足立绅,1595854800,117min,彩色,星期一,7月27日,A BELOVED WIFE,喜剧 爱妻物语,,,12193,,21:00,
官方推荐-影展精粹,,LUXE厅,美国,上海百丽宫影城（长宁来福士店）,,10:41,艾科瓦·桑吉,1596330000,101min,彩色,星期日,8月2日,FAREWELL AMOR,再见，吾爱,,,12266,,09:00,
官方推荐-影展精粹,,LUXE厅,泰国,上海百丽宫影城（长宁来福士店）,,16:44,纳瓦彭·坦荣瓜塔纳利,1596351000,114min,,星期日,8月2日,HAPPY OLD YEAR,时光机,0,,10629,,14:50,
官方推荐-影展精粹,,LUXE厅,以色列,上海百丽宫影城（长宁来福士店）,,19:58,叶夫根尼·鲁曼,1596364200,88min,彩色,星期日,8月2日,GOLDEN VOICES,鎏金的声音,0,,9506,,18:30,
官方推荐-影展精粹,,LUXE厅,西班牙,上海百丽宫影城（长宁来福士店）,,22:42,梅伦·弗内斯,1596373200,102min,,星期日,8月2日,A THIEF’S DAUGHTER,小偷的女儿,0,,10944,,21:00,
官方推荐-影展精粹,,1号厅,以色列,SFC上影影城（新衡山店）,,19:58,叶夫根尼·鲁曼,1595673000,88min,彩色,星期六,7月25日,GOLDEN VOICES,鎏金的声音,0,,9506,,18:30,
官方推荐-影展精粹,,1号厅,"法国,比利时",SFC上影影城（新衡山店）,,19:55,让-皮埃尔·达内 / 吕克·达内,1596105000,85min,彩色,星期四,7月30日,YOUNG AHMED,年轻的阿迈德,,,11538,,18:30,
官方推荐-影展精粹,,1号厅,新加坡,SFC上影影城（新衡山店）,,22:43,陈哲艺,1596200400,103min,彩色,星期五,7月31日,WET SEASON,热带雨,0,,9749,,21:00,
官方推荐-影展精粹,,4号厅,墨西哥,SFC上影影城（美罗城店）,,10:29,罗德里戈·鲁伊斯·帕特森,1595638800,89min,彩色,星期六,7月25日,SUMMER WHITE,夏季之白,,,13227,,09:00,
官方推荐-影展精粹,,4号厅,安哥拉,SFC上影影城（美罗城店）,,19:43,弗拉迪克,1595673000,73min,彩色,星期六,7月25日,AIR CONDITIONER,空调,,,11171,,18:30,
官方推荐-影展精粹,,4号厅,西班牙,SFC上影影城（美罗城店）,,22:42,梅伦·弗内斯,1595682000,102min,,星期六,7月25日,A THIEF’S DAUGHTER,小偷的女儿,,,10944,,21:00,
官方推荐-影展精粹,,4号厅,匈牙利,SFC上影影城（美罗城店）,,22:39,贝拉·巴格塔,1595768400,99min,彩色,星期日,7月26日,VALAN – VALLEY OF ANGELS,瓦兰：天使之谷,0,,9655,,21:00,
官方推荐-影展精粹,,4号厅,法国,SFC上影影城（美罗城店）,,22:14,吉约姆·布哈克,1596286800,74min,彩色,星期六,8月1日,ALL HANDS ON DECK,南法撩妹记,0,,13192,,21:00,
官方推荐-影展精粹,,1号厅,日本,曹杨影城,,22:57,足立绅,1595854800,117min,彩色,星期一,7月27日,A BELOVED WIFE,喜剧 爱妻物语,0,,12193,,21:00,
官方推荐-影展精粹,,1号厅,澳大利亚,曹杨影城,,22:58,香农·墨菲,1596027600,118min,彩色,星期三,7月29日,BABYTEETH,乳牙,0,,11522,,21:00,
官方推荐-影展精粹,,1号厅,"美国,加拿大",曹杨影城,,22:50,罗伯特·艾格斯,1596373200,110min,彩色,星期日,8月2日,THE LIGHTHOUSE (4K),灯塔（4K）,0,4K,11011,,21:00,
官方推荐-影展精粹,,1号厅,日本,上海星光影城（亚新旗舰店）,,22:57,足立绅,1595941200,117min,彩色,星期二,7月28日,A BELOVED WIFE,喜剧 爱妻物语,,,12193,,21:00,
官方推荐-影展精粹,,1号厅,匈牙利,上海星光影城（亚新旗舰店）,,22:39,贝拉·巴格塔,1596200400,99min,彩色,星期五,7月31日,VALAN – VALLEY OF ANGELS,瓦兰：天使之谷,0,,9655,,21:00,
官方推荐-影展精粹,,2号厅,匈牙利,SFC上影百联影城（八佰伴IMAX店）,,23:33,阿格耐什·柯西斯,1595682000,153min,彩色,星期六,7月25日,EDEN,艾娃的伊甸园,,,9644,"罗马尼亚,比利时",21:00,
官方推荐-影展精粹,,2号厅,拉脱维亚,SFC上影百联影城（八佰伴IMAX店）,,22:48,尤里斯·库赛蒂斯,1595768400,108min,彩色,星期日,7月26日,OLEG,奥利格,,,9322,,21:00,
官方推荐-影展精粹,,2号厅,法国,SFC上影百联影城（八佰伴IMAX店）,,22:14,吉约姆·布哈克,1595854800,74min,彩色,星期一,7月27日,ALL HANDS ON DECK,南法撩妹记,,,13192,,21:00,
官方推荐-影展精粹,,2号厅,法国,SFC上影百联影城（八佰伴IMAX店）,,22:55,尼古拉斯·贝多斯,1596114000,115min,,星期四,7月30日, LA BELLE ÉPOQUE,好梦一日游,,,13246,,21:00,
官方推荐-影展精粹,,2号厅,摩洛哥,SFC上影百联影城（八佰伴IMAX店）,,20:11,玛丽亚姆·图扎尼,1596277800,101min,彩色,星期六,8月1日,ADAM,亚当,0,,9667,法国,18:30,
官方推荐-影展精粹,,2号厅,法国,SFC上影百联影城（八佰伴IMAX店）,,22:41,菲利普·加瑞尔,1596286800,101min,黑白,星期六,8月1日,THE SALT OF TEARS,眼泪之盐,,,11519,,21:00,
官方推荐-影展精粹,,1号厅,法国,上海百丽宫影城（ifc商场店）,,22:55,尼古拉斯·贝多斯,1595682000,115min,,星期六,7月25日, LA BELLE ÉPOQUE,好梦一日游,0,,13246,,21:00,
官方推荐-影展精粹,,1号厅,西班牙,上海百丽宫影城（ifc商场店）,,17:00,罗德里戈·索罗戈延,1595746200,130min,,星期日,7月26日,MOTHER,母亲,0,,10574,,14:50,
官方推荐-影展精粹,,1号厅,拉脱维亚,上海百丽宫影城（ifc商场店）,,22:48,尤里斯·库赛蒂斯,1596027600,108min,彩色,星期三,7月29日,OLEG,奥利格,0,,9322,,21:00,
官方推荐-影展精粹,,LUXE厅,法国,上海百丽宫影城（陆家嘴中心店）,,22:41,菲利普·加瑞尔,1595768400,101min,黑白,星期日,7月26日,THE SALT OF TEARS,眼泪之盐,0,,11519,,21:00,
官方推荐-影展精粹,,LUXE厅,美国,上海百丽宫影城（陆家嘴中心店）,,22:29,乔纳森·库塔斯,1595941200,89min,彩色,星期二,7月28日, MY HEART CAN’T BEAT UNLESS YOU TELL IT TO,我的心跳你做主,,,13224,,21:00,
官方推荐-影展精粹,,LUXE厅,荷兰,上海百丽宫影城（陆家嘴中心店）,,22:38,哈里纳·雷金,1596027600,98min,彩色,星期三,7月29日,INSTINCT,控制点,,,9664,,21:00,
官方推荐-影展精粹,,4号厅,西班牙,AMG海上明珠国际影城（莘庄店）,,20:10,提奥·科特,1595673000,100min,彩色,星期六,7月25日,BLANCO EN BLANCO,白上加白,0,,10349,"智利,法国,德国",18:30,
官方推荐-影展精粹,,4号厅,哥伦比亚,AMG海上明珠国际影城（莘庄店）,,22:42,阿莱汉德罗·朗德思,1595854800,102min,彩色,星期一,7月27日,MONOS,猴子,,,10571,,21:00,
官方推荐-影展精粹,,4号厅,摩洛哥,AMG海上明珠国际影城（莘庄店）,,20:11,玛丽亚姆·图扎尼,1596018600,101min,彩色,星期三,7月29日,ADAM,亚当,,,9667,法国,18:30,
官方推荐-影展精粹,,6号厅LUXE巨幕,"冰岛,法国,瑞士",上海世纪友谊影城,,19:49,鲁纳·鲁纳森,1596105000,79min,彩色,星期四,7月30日,ECHO,回声,,,10360,,18:30,
官方推荐-影展精粹,,6号厅LUXE巨幕,哥伦比亚,上海世纪友谊影城,,22:42,阿莱汉德罗·朗德思,1596114000,102min,彩色,星期四,7月30日,MONOS,猴子,,,10571,,21:00,
官方推荐-影展精粹,,6号厅LUXE巨幕,摩洛哥,上海世纪友谊影城,,16:31,玛丽亚姆·图扎尼,1596178200,101min,彩色,星期五,7月31日,ADAM,亚当,,,9667,法国,14:50,
