group,id,film1,film2,date,weekday,stime,etime,length,cinema,halls_name,director,country,co_production_country,resolving_power,projection_material,film_medium,show_type,memo
单元,影片id,中文名,英文名,日期,星期几,开始时间,结束时间,片长,影院,影厅,导演,制片国家/地区,合拍国,分辨率,特殊介质,色彩,场次类型,备注
官方推荐-影展精粹,9655,瓦兰：天使之谷,VALAN – VALLEY OF ANGELS,7月27日,星期一,21:00,22:39,99min,上海UA梅龙镇广场电影城,2号厅,贝拉·巴格塔,匈牙利,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9506,鎏金的声音,GOLDEN VOICES,8月1日,星期六,18:30,19:58,88min,上海UA梅龙镇广场电影城,2号厅,叶夫根尼·鲁曼,以色列,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11805,管道,ENCOUNTERS,8月2日,星期日,18:30,19:41,71min,上海UA梅龙镇广场电影城,2号厅,卡米洛·雷斯特雷波,"法国,哥伦比亚,巴西",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9664,控制点,INSTINCT,7月25日,星期六,21:00,22:38,98min,SFC上海影城,2号厅,哈里纳·雷金,荷兰,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10360,回声,ECHO,7月26日,星期日,12:00,13:19,79min,SFC上海影城,2号厅,鲁纳·鲁纳森,"冰岛,法国,瑞士",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11805,管道,ENCOUNTERS,7月26日,星期日,18:30,19:41,71min,SFC上海影城,2号厅,卡米洛·雷斯特雷波,"法国,哥伦比亚,巴西",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10349,白上加白,BLANCO EN BLANCO,7月27日,星期一,12:00,13:40,100min,SFC上海影城,2号厅,提奥·科特,西班牙,"智利,法国,德国",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11519,眼泪之盐,THE SALT OF TEARS,7月29日,星期三,21:00,22:41,101min,SFC上海影城,2号厅,菲利普·加瑞尔,法国,N/A,N/A,N/A,黑白,普通场,N/A
官方推荐-影展精粹,11538,年轻的阿迈德,YOUNG AHMED,7月31日,星期五,18:30,19:55,85min,SFC上海影城,2号厅,让-皮埃尔·达内 / 吕克·达内,"法国,比利时",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10629,时光机,HAPPY OLD YEAR,8月1日,星期六,14:50,16:44,114min,SFC上海影城,2号厅,纳瓦彭·坦荣瓜塔纳利,泰国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,10629,时光机,HAPPY OLD YEAR,7月25日,星期六,14:50,16:44,114min,上海UA梅龙镇广场电影城,3号厅,纳瓦彭·坦荣瓜塔纳利,泰国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,13141,完美候选人,THE PERFECT CANDIDATE,7月29日,星期三,18:30,20:15,105min,上海UA梅龙镇广场电影城,3号厅,海法·曼苏尔,"沙特阿拉伯,德国",N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,11171,空调,AIR CONDITIONER,7月30日,星期四,18:30,19:43,73min,上海UA梅龙镇广场电影城,3号厅,弗拉迪克,安哥拉,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9665,阿布·莱拉,ABOU LEILA,7月30日,星期四,21:00,23:13,133min,上海UA梅龙镇广场电影城,3号厅,阿明·西迪-布梅迪内,阿尔及利亚,"法国,卡塔尔",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10956,女生们,SCHOOLGIRLS,8月1日,星期六,18:30,20:11,101min,上海UA梅龙镇广场电影城,3号厅,皮拉尔·帕洛梅罗,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,10379,阿特拜的战斗,ATBAI'S FIGHT,8月2日,星期日,14:50,17:03,133min,上海UA梅龙镇广场电影城,3号厅,阿迪尔汗·叶扎诺夫,哈萨克斯坦,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9506,鎏金的声音,GOLDEN VOICES,7月26日,星期日,12:00,13:28,88min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,叶夫根尼·鲁曼,以色列,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9655,瓦兰：天使之谷,VALAN – VALLEY OF ANGELS,7月28日,星期二,21:00,22:39,99min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,贝拉·巴格塔,匈牙利,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13224,我的心跳你做主, MY HEART CAN’T BEAT UNLESS YOU TELL IT TO,7月31日,星期五,21:00,22:29,89min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,乔纳森·库塔斯,美国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13224,我的心跳你做主, MY HEART CAN’T BEAT UNLESS YOU TELL IT TO,8月1日,星期六,21:00,22:29,89min,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,乔纳森·库塔斯,美国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9749,热带雨,WET SEASON,7月25日,星期六,21:00,22:43,103min,SFC上海影城,3号厅,陈哲艺,新加坡,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9644,艾娃的伊甸园,EDEN,7月27日,星期一,21:00,23:33,153min,SFC上海影城,3号厅,阿格耐什·柯西斯,匈牙利,"罗马尼亚,比利时",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10944,小偷的女儿,A THIEF’S DAUGHTER,7月29日,星期三,21:00,22:42,102min,SFC上海影城,3号厅,梅伦·弗内斯,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,10401,650万,JUST 6.5,7月31日,星期五,14:50,17:04,134min,SFC上海影城,3号厅,赛义德·鲁斯塔,伊朗,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9655,瓦兰：天使之谷,VALAN – VALLEY OF ANGELS,8月2日,星期日,21:00,22:39,99min,SFC上海影城,3号厅,贝拉·巴格塔,匈牙利,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13301,真相（4K）,THE TRUTH (4K),7月28日,星期二,09:00,10:47,107min,上海美琪大戏院,观众厅,是枝裕和,"日本,法国",N/A,4K,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13323,风的电话,VOICES IN THE WIND,7月29日,星期三,14:50,17:10,140min,上海美琪大戏院,观众厅,诹访敦彦,日本,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11011,灯塔（4K）,THE LIGHTHOUSE (4K),7月30日,星期四,21:00,22:50,110min,上海美琪大戏院,观众厅,罗伯特·艾格斯,"美国,加拿大",N/A,4K,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11538,年轻的阿迈德,YOUNG AHMED,8月2日,星期日,18:30,19:55,85min,上海美琪大戏院,观众厅,让-皮埃尔·达内 / 吕克·达内,"法国,比利时",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12193,喜剧 爱妻物语,A BELOVED WIFE,8月2日,星期日,21:00,22:57,117min,上海美琪大戏院,观众厅,足立绅,日本,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13141,完美候选人,THE PERFECT CANDIDATE,7月26日,星期日,18:30,20:15,105min,嘉定影剧院,3号厅,海法·曼苏尔,"沙特阿拉伯,德国",N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,13323,风的电话,VOICES IN THE WIND,7月27日,星期一,14:50,17:10,140min,上海大光明电影院,1号厅,诹访敦彦,日本,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11011,灯塔（4K）,THE LIGHTHOUSE (4K),7月29日,星期三,21:00,22:50,110min,上海大光明电影院,1号厅,罗伯特·艾格斯,"美国,加拿大",N/A,4K,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13301,真相（4K）,THE TRUTH (4K),7月31日,星期五,18:30,20:17,107min,上海大光明电影院,1号厅,是枝裕和,"日本,法国",N/A,4K,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13441,1917（4K）,1917 (4K),8月2日,星期日,12:00,13:59,119min,上海大光明电影院,1号厅,萨姆·门德斯,"美国,英国,印度,西班牙,加拿大",N/A,4K,N/A,N/A,普通场,N/A
官方推荐-影展精粹,10574,母亲,MOTHER,7月25日,星期六,14:50,17:00,130min,SFC上影百联影城（大上海店）,1号厅,罗德里戈·索罗戈延,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9322,奥利格,OLEG,7月26日,星期日,21:00,22:48,108min,SFC上影百联影城（大上海店）,1号厅,尤里斯·库赛蒂斯,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9664,控制点,INSTINCT,7月27日,星期一,21:00,22:38,98min,SFC上影百联影城（大上海店）,1号厅,哈里纳·雷金,荷兰,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9665,阿布·莱拉,ABOU LEILA,7月28日,星期二,21:00,23:13,133min,SFC上影百联影城（大上海店）,1号厅,阿明·西迪-布梅迪内,阿尔及利亚,"法国,卡塔尔",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13192,南法撩妹记,ALL HANDS ON DECK,7月29日,星期三,21:00,22:14,74min,SFC上影百联影城（大上海店）,1号厅,吉约姆·布哈克,法国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12266,再见，吾爱,FAREWELL AMOR,8月1日,星期六,09:00,10:41,101min,SFC上影百联影城（大上海店）,1号厅,艾科瓦·桑吉,美国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9261,一条狗的死亡,A DOG'S DEATH,8月2日,星期日,18:30,19:53,83min,SFC上影百联影城（大上海店）,1号厅,马蒂亚斯·甘茨,"乌拉圭,法国",阿根廷,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10571,猴子,MONOS,8月2日,星期日,21:00,22:42,102min,SFC上影百联影城（大上海店）,1号厅,阿莱汉德罗·朗德思,哥伦比亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9644,艾娃的伊甸园,EDEN,7月26日,星期日,21:00,23:33,153min,国泰电影院,2号厅,阿格耐什·柯西斯,匈牙利,"罗马尼亚,比利时",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11519,眼泪之盐,THE SALT OF TEARS,7月27日,星期一,21:00,22:41,101min,国泰电影院,2号厅,菲利普·加瑞尔,法国,N/A,N/A,N/A,黑白,普通场,N/A
官方推荐-影展精粹,13227,夏季之白,SUMMER WHITE,7月30日,星期四,14:50,16:19,89min,国泰电影院,2号厅,罗德里戈·鲁伊斯·帕特森,墨西哥,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12266,再见，吾爱,FAREWELL AMOR,7月31日,星期五,09:00,10:41,101min,国泰电影院,2号厅,艾科瓦·桑吉,美国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10349,白上加白,BLANCO EN BLANCO,7月31日,星期五,12:00,13:40,100min,国泰电影院,2号厅,提奥·科特,西班牙,"智利,法国,德国",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10571,猴子,MONOS,8月1日,星期六,21:00,22:42,102min,国泰电影院,2号厅,阿莱汉德罗·朗德思,哥伦比亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13141,完美候选人,THE PERFECT CANDIDATE,7月27日,星期一,18:30,20:15,105min,上海科技影城,3号厅,海法·曼苏尔,"沙特阿拉伯,德国",N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,10944,小偷的女儿,A THIEF’S DAUGHTER,7月30日,星期四,21:00,22:42,102min,上海科技影城,3号厅,梅伦·弗内斯,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,13301,真相（4K）,THE TRUTH (4K),7月29日,星期三,12:00,13:47,107min,天山电影院-虹桥艺术中心旗舰店,剧院厅,是枝裕和,"日本,法国",N/A,4K,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12193,喜剧 爱妻物语,A BELOVED WIFE,7月29日,星期三,21:00,22:57,117min,天山电影院-虹桥艺术中心旗舰店,剧院厅,足立绅,日本,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9322,奥利格,OLEG,7月25日,星期六,21:00,22:48,108min,CGV影城（白玉兰广场IMAX店）,8号厅,尤里斯·库赛蒂斯,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13227,夏季之白,SUMMER WHITE,7月26日,星期日,09:00,10:29,89min,CGV影城（白玉兰广场IMAX店）,8号厅,罗德里戈·鲁伊斯·帕特森,墨西哥,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10401,650万,JUST 6.5,7月26日,星期日,14:50,17:04,134min,CGV影城（白玉兰广场IMAX店）,8号厅,赛义德·鲁斯塔,伊朗,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13246,好梦一日游, LA BELLE ÉPOQUE,7月26日,星期日,21:00,22:55,115min,CGV影城（白玉兰广场IMAX店）,8号厅,尼古拉斯·贝多斯,法国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,10349,白上加白,BLANCO EN BLANCO,7月29日,星期三,18:30,20:10,100min,CGV影城（白玉兰广场IMAX店）,8号厅,提奥·科特,西班牙,"智利,法国,德国",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10574,母亲,MOTHER,8月1日,星期六,14:50,17:00,130min,CGV影城（白玉兰广场IMAX店）,8号厅,罗德里戈·索罗戈延,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9644,艾娃的伊甸园,EDEN,8月1日,星期六,21:00,23:33,153min,CGV影城（白玉兰广场IMAX店）,8号厅,阿格耐什·柯西斯,匈牙利,"罗马尼亚,比利时",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10360,回声,ECHO,7月25日,星期六,12:00,13:19,79min,天山电影院-虹桥艺术中心旗舰店,4号厅,鲁纳·鲁纳森,"冰岛,法国,瑞士",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11522,乳牙,BABYTEETH,7月26日,星期日,21:00,22:58,118min,天山电影院-虹桥艺术中心旗舰店,4号厅,香农·墨菲,澳大利亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10629,时光机,HAPPY OLD YEAR,7月27日,星期一,14:50,16:44,114min,天山电影院-虹桥艺术中心旗舰店,4号厅,纳瓦彭·坦荣瓜塔纳利,泰国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9506,鎏金的声音,GOLDEN VOICES,7月27日,星期一,18:30,19:58,88min,天山电影院-虹桥艺术中心旗舰店,4号厅,叶夫根尼·鲁曼,以色列,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9322,奥利格,OLEG,7月27日,星期一,21:00,22:48,108min,天山电影院-虹桥艺术中心旗舰店,4号厅,尤里斯·库赛蒂斯,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13246,好梦一日游, LA BELLE ÉPOQUE,7月29日,星期三,21:00,22:55,115min,天山电影院-虹桥艺术中心旗舰店,4号厅,尼古拉斯·贝多斯,法国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,11171,空调,AIR CONDITIONER,7月31日,星期五,18:30,19:43,73min,天山电影院-虹桥艺术中心旗舰店,4号厅,弗拉迪克,安哥拉,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10379,阿特拜的战斗,ATBAI'S FIGHT,8月1日,星期六,14:50,17:03,133min,天山电影院-虹桥艺术中心旗舰店,4号厅,阿迪尔汗·叶扎诺夫,哈萨克斯坦,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9261,一条狗的死亡,A DOG'S DEATH,8月1日,星期六,18:30,19:53,83min,天山电影院-虹桥艺术中心旗舰店,4号厅,马蒂亚斯·甘茨,"乌拉圭,法国",阿根廷,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10574,母亲,MOTHER,8月2日,星期日,14:50,17:00,130min,天山电影院-虹桥艺术中心旗舰店,4号厅,罗德里戈·索罗戈延,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,11522,乳牙,BABYTEETH,7月25日,星期六,21:00,22:58,118min,上海和平影都,ATMOS厅,香农·墨菲,澳大利亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9749,热带雨,WET SEASON,7月27日,星期一,21:00,22:43,103min,上海和平影都,ATMOS厅,陈哲艺,新加坡,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10571,猴子,MONOS,7月28日,星期二,21:00,22:42,102min,上海和平影都,ATMOS厅,阿莱汉德罗·朗德思,哥伦比亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11538,年轻的阿迈德,YOUNG AHMED,7月29日,星期三,18:30,19:55,85min,上海和平影都,ATMOS厅,让-皮埃尔·达内 / 吕克·达内,"法国,比利时",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9261,一条狗的死亡,A DOG'S DEATH,7月25日,星期六,18:30,19:53,83min,上海百丽宫影城（长宁来福士店）,LUXE厅,马蒂亚斯·甘茨,"乌拉圭,法国",阿根廷,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12193,喜剧 爱妻物语,A BELOVED WIFE,7月27日,星期一,21:00,22:57,117min,上海百丽宫影城（长宁来福士店）,LUXE厅,足立绅,日本,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12266,再见，吾爱,FAREWELL AMOR,8月2日,星期日,09:00,10:41,101min,上海百丽宫影城（长宁来福士店）,LUXE厅,艾科瓦·桑吉,美国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10629,时光机,HAPPY OLD YEAR,8月2日,星期日,14:50,16:44,114min,上海百丽宫影城（长宁来福士店）,LUXE厅,纳瓦彭·坦荣瓜塔纳利,泰国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9506,鎏金的声音,GOLDEN VOICES,8月2日,星期日,18:30,19:58,88min,上海百丽宫影城（长宁来福士店）,LUXE厅,叶夫根尼·鲁曼,以色列,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10944,小偷的女儿,A THIEF’S DAUGHTER,8月2日,星期日,21:00,22:42,102min,上海百丽宫影城（长宁来福士店）,LUXE厅,梅伦·弗内斯,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9506,鎏金的声音,GOLDEN VOICES,7月25日,星期六,18:30,19:58,88min,SFC上影影城（新衡山店）,1号厅,叶夫根尼·鲁曼,以色列,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11538,年轻的阿迈德,YOUNG AHMED,7月30日,星期四,18:30,19:55,85min,SFC上影影城（新衡山店）,1号厅,让-皮埃尔·达内 / 吕克·达内,"法国,比利时",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9749,热带雨,WET SEASON,7月31日,星期五,21:00,22:43,103min,SFC上影影城（新衡山店）,1号厅,陈哲艺,新加坡,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13227,夏季之白,SUMMER WHITE,7月25日,星期六,09:00,10:29,89min,SFC上影影城（美罗城店）,4号厅,罗德里戈·鲁伊斯·帕特森,墨西哥,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11171,空调,AIR CONDITIONER,7月25日,星期六,18:30,19:43,73min,SFC上影影城（美罗城店）,4号厅,弗拉迪克,安哥拉,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10944,小偷的女儿,A THIEF’S DAUGHTER,7月25日,星期六,21:00,22:42,102min,SFC上影影城（美罗城店）,4号厅,梅伦·弗内斯,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9655,瓦兰：天使之谷,VALAN – VALLEY OF ANGELS,7月26日,星期日,21:00,22:39,99min,SFC上影影城（美罗城店）,4号厅,贝拉·巴格塔,匈牙利,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13192,南法撩妹记,ALL HANDS ON DECK,8月1日,星期六,21:00,22:14,74min,SFC上影影城（美罗城店）,4号厅,吉约姆·布哈克,法国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12193,喜剧 爱妻物语,A BELOVED WIFE,7月27日,星期一,21:00,22:57,117min,曹杨影城,1号厅,足立绅,日本,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11522,乳牙,BABYTEETH,7月29日,星期三,21:00,22:58,118min,曹杨影城,1号厅,香农·墨菲,澳大利亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11011,灯塔（4K）,THE LIGHTHOUSE (4K),8月2日,星期日,21:00,22:50,110min,曹杨影城,1号厅,罗伯特·艾格斯,"美国,加拿大",N/A,4K,N/A,彩色,普通场,N/A
官方推荐-影展精粹,12193,喜剧 爱妻物语,A BELOVED WIFE,7月28日,星期二,21:00,22:57,117min,上海星光影城（亚新旗舰店）,1号厅,足立绅,日本,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9655,瓦兰：天使之谷,VALAN – VALLEY OF ANGELS,7月31日,星期五,21:00,22:39,99min,上海星光影城（亚新旗舰店）,1号厅,贝拉·巴格塔,匈牙利,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9644,艾娃的伊甸园,EDEN,7月25日,星期六,21:00,23:33,153min,SFC上影百联影城（八佰伴IMAX店）,2号厅,阿格耐什·柯西斯,匈牙利,"罗马尼亚,比利时",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9322,奥利格,OLEG,7月26日,星期日,21:00,22:48,108min,SFC上影百联影城（八佰伴IMAX店）,2号厅,尤里斯·库赛蒂斯,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13192,南法撩妹记,ALL HANDS ON DECK,7月27日,星期一,21:00,22:14,74min,SFC上影百联影城（八佰伴IMAX店）,2号厅,吉约姆·布哈克,法国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13246,好梦一日游, LA BELLE ÉPOQUE,7月30日,星期四,21:00,22:55,115min,SFC上影百联影城（八佰伴IMAX店）,2号厅,尼古拉斯·贝多斯,法国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9667,亚当,ADAM,8月1日,星期六,18:30,20:11,101min,SFC上影百联影城（八佰伴IMAX店）,2号厅,玛丽亚姆·图扎尼,摩洛哥,法国,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11519,眼泪之盐,THE SALT OF TEARS,8月1日,星期六,21:00,22:41,101min,SFC上影百联影城（八佰伴IMAX店）,2号厅,菲利普·加瑞尔,法国,N/A,N/A,N/A,黑白,普通场,N/A
官方推荐-影展精粹,13246,好梦一日游, LA BELLE ÉPOQUE,7月25日,星期六,21:00,22:55,115min,上海百丽宫影城（ifc商场店）,1号厅,尼古拉斯·贝多斯,法国,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,10574,母亲,MOTHER,7月26日,星期日,14:50,17:00,130min,上海百丽宫影城（ifc商场店）,1号厅,罗德里戈·索罗戈延,西班牙,N/A,N/A,N/A,N/A,普通场,N/A
官方推荐-影展精粹,9322,奥利格,OLEG,7月29日,星期三,21:00,22:48,108min,上海百丽宫影城（ifc商场店）,1号厅,尤里斯·库赛蒂斯,拉脱维亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11519,眼泪之盐,THE SALT OF TEARS,7月26日,星期日,21:00,22:41,101min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,菲利普·加瑞尔,法国,N/A,N/A,N/A,黑白,普通场,N/A
官方推荐-影展精粹,13224,我的心跳你做主, MY HEART CAN’T BEAT UNLESS YOU TELL IT TO,7月28日,星期二,21:00,22:29,89min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,乔纳森·库塔斯,美国,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9664,控制点,INSTINCT,7月29日,星期三,21:00,22:38,98min,上海百丽宫影城（陆家嘴中心店）,LUXE厅,哈里纳·雷金,荷兰,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10349,白上加白,BLANCO EN BLANCO,7月25日,星期六,18:30,20:10,100min,AMG海上明珠国际影城（莘庄店）,4号厅,提奥·科特,西班牙,"智利,法国,德国",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10571,猴子,MONOS,7月27日,星期一,21:00,22:42,102min,AMG海上明珠国际影城（莘庄店）,4号厅,阿莱汉德罗·朗德思,哥伦比亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9667,亚当,ADAM,7月29日,星期三,18:30,20:11,101min,AMG海上明珠国际影城（莘庄店）,4号厅,玛丽亚姆·图扎尼,摩洛哥,法国,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10360,回声,ECHO,7月30日,星期四,18:30,19:49,79min,上海世纪友谊影城,6号厅LUXE巨幕,鲁纳·鲁纳森,"冰岛,法国,瑞士",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10571,猴子,MONOS,7月30日,星期四,21:00,22:42,102min,上海世纪友谊影城,6号厅LUXE巨幕,阿莱汉德罗·朗德思,哥伦比亚,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9667,亚当,ADAM,7月31日,星期五,14:50,16:31,101min,上海世纪友谊影城,6号厅LUXE巨幕,玛丽亚姆·图扎尼,摩洛哥,法国,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,10401,650万,JUST 6.5,7月25日,星期六,14:50,17:04,134min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,赛义德·鲁斯塔,伊朗,N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11538,年轻的阿迈德,YOUNG AHMED,7月28日,星期二,18:30,19:55,85min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,让-皮埃尔·达内 / 吕克·达内,"法国,比利时",N/A,N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,9644,艾娃的伊甸园,EDEN,7月28日,星期二,21:00,23:33,153min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,阿格耐什·柯西斯,匈牙利,"罗马尼亚,比利时",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,11519,眼泪之盐,THE SALT OF TEARS,7月31日,星期五,21:00,22:41,101min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,菲利普·加瑞尔,法国,N/A,N/A,N/A,黑白,普通场,N/A
官方推荐-影展精粹,9665,阿布·莱拉,ABOU LEILA,8月1日,星期六,21:00,23:13,133min,橙天嘉禾影城（LuOne凯德晶萃店）,6号STAR MAX厅,阿明·西迪-布梅迪内,阿尔及利亚,"法国,卡塔尔",N/A,N/A,彩色,普通场,N/A
官方推荐-影展精粹,13301,真相（4K）,THE TRUTH (4K),7月25日,星期六,12:00,13:47,107min,Fancl艺术中心-艺海剧院,大剧场,是枝裕和,"日本,法国",N/A,4K,N/A,彩色,普通场,N/A
